UF,Sexo,Idade,Raca,Anos de Estudo,Renda,Altura
24,Masculino,32,Branco,12,788,1.553.892.075
24,Feminino,36,Negro,12,1000,1.498.468.219
24,Masculino,60,Branco,9,1000,1.782.733.289
24,Feminino,30,Pardo,5,100,160.994.299
24,Masculino,50,Branco,2,300,1.664.557.053
24,Feminino,51,Pardo,11,700,1.726.505.553
24,Feminino,54,Branco,2,450,1.719.166.489
24,Masculino,65,Branco,5,1200,1.675.706.453
24,Masculino,57,Negro,9,900,1.616.187.213
24,Feminino,34,Branco,16,0,1.673.133.138
24,Feminino,48,Branco,12,788,1.731.064.771
24,Feminino,36,Negro,12,1000,1.726.950.391
24,Masculino,58,Negro,12,1800,153.856.209
24,Masculino,25,Branco,12,1000,1.720.915.943
24,Masculino,77,Pardo,2,70,1.584.042.903
24,Masculino,46,Branco,12,2500,1.629.746.896
24,Masculino,35,Branco,16,10000,1.766.417.027
24,Feminino,54,Branco,11,3400,1.771.450.784
24,Masculino,29,Negro,9,788,1.811.360.537
24,Masculino,58,Branco,16,2300,1.742.603.057
24,Masculino,50,Branco,1,2000,161.943.252
24,Masculino,48,Branco,16,8000,1.772.210.027
24,Feminino,55,Branco,12,1500,1.670.377.788
24,Masculino,44,Negro,9,7000,1.908.770.105
24,Masculino,45,Pardo,12,400,1.620.490.055
24,Masculino,46,Negro,16,788,1.696.809.127
24,Feminino,29,Branco,11,200,1.642.091.618
24,Masculino,54,Branco,5,7000,1.719.756.629
24,Masculino,40,Negro,12,4000,1.709.982.304
24,Feminino,40,Negro,12,1000,1.780.165.486
24,Masculino,27,Branco,12,5000,1.872.205.375
24,Masculino,47,Negro,8,788,1.784.228.564
24,Masculino,52,Negro,2,1500,1.753.602.552
24,Feminino,79,Pardo,1,0,1.624.418.175
24,Masculino,56,Negro,1,1000,1.795.910.451
24,Masculino,34,Negro,11,850,1.561.064.728
24,Masculino,51,Branco,9,3600,1.699.455.169
24,Masculino,26,Negro,12,788,1.572.303.117
24,Masculino,30,Negro,6,788,1.664.839.886
24,Masculino,33,Branco,12,7880,1.713.337.166
24,Feminino,57,Negro,16,7000,171.283.822
24,Feminino,58,Pardo,10,3000,1.861.674.587
24,Feminino,59,Branco,16,2600,1.624.820.635
24,Masculino,32,Branco,16,5000,1.724.896.005
24,Feminino,54,Branco,16,3000,1.649.776.693
24,Feminino,65,Branco,16,1400,1.605.389.114
24,Feminino,45,Branco,5,788,1.706.980.087
24,Masculino,39,Negro,3,1200,1.695.806.357
24,Feminino,55,Negro,1,350,1.783.416.554
24,Feminino,47,Branco,2,788,173.437.006
24,Feminino,42,Negro,12,788,1.553.016.245
24,Feminino,50,Negro,16,300,1.765.613.895
24,Feminino,53,Negro,7,788,1.742.135.803
24,Masculino,37,Negro,12,1400,1.635.381.364
24,Masculino,32,Negro,10,830,1.672.014.957
24,Masculino,49,Branco,9,1150,1.682.247.203
24,Masculino,31,Branco,12,1800,1.750.299.296
24,Feminino,38,Branco,16,2600,173.606.362
24,Masculino,29,Pardo,12,3800,1.677.942.886
24,Feminino,24,Branco,11,1110,1.756.270.389
24,Masculino,41,Negro,12,2800,1.673.380.686
24,Masculino,35,Negro,16,2500,1.691.539.298
24,Masculino,38,Branco,12,3000,1.575.225.736
24,Masculino,26,Negro,12,850,1.565.805.275
24,Masculino,24,Negro,12,1200,1.635.222.181
24,Masculino,61,Negro,16,1500,1.595.221.364
24,Masculino,50,Negro,12,5000,1.717.454.401
24,Feminino,34,Branco,12,796,1.710.451.095
24,Feminino,57,Negro,3,400,1.684.485.972
24,Feminino,49,Negro,15,880,1.602.474.826
24,Feminino,55,Negro,14,900,1.670.275.365
24,Feminino,40,Negro,12,850,1.685.575.001
24,Masculino,23,Pardo,12,1000,1.683.147.483
24,Feminino,45,Negro,5,2000,1.647.596.741
24,Feminino,39,Negro,4,400,1.579.397.222
24,Masculino,22,Negro,9,908,1.830.854.662
24,Masculino,54,Pardo,2,800,1.661.035.068
24,Masculino,58,Negro,7,1000,1.732.292.191
24,Feminino,42,Branco,3,800,1.622.299.653
24,Masculino,26,Negro,12,1200,160.888.454
24,Masculino,55,Branco,9,2000,1.826.864.187
24,Masculino,36,Negro,12,788,1.736.624.076
24,Masculino,48,Negro,2,1200,176.706.916
24,Feminino,21,Branco,12,800,1.612.993.614
24,Masculino,32,Negro,5,1800,1.596.077.707
24,Masculino,34,Negro,12,900,1.822.642.855
24,Masculino,49,Negro,6,788,1.635.812.217
24,Feminino,34,Branco,5,900,1.806.801.865
24,Masculino,45,Negro,12,1200,1.642.378.768
24,Masculino,48,Negro,10,800,1.854.460.157
24,Masculino,42,Negro,6,1200,1.607.664.387
24,Masculino,38,Negro,12,818,166.078.106
24,Masculino,24,Pardo,14,800,1.754.920.576
24,Feminino,24,Negro,11,788,1.627.799.724
24,Masculino,33,Branco,14,1500,1.635.190.242
24,Masculino,34,Branco,9,1600,173.633.402
24,Masculino,56,Pardo,12,1300,170.520.501
24,Masculino,47,Pardo,8,2500,1.683.659.283
24,Feminino,53,Negro,12,830,1.701.266.844
24,Masculino,28,Negro,12,788,1.654.414.285
24,Feminino,51,Negro,12,850,1.701.047.438
24,Masculino,60,Negro,5,788,1.666.749.411
24,Masculino,47,Negro,12,2500,1.747.800.107
24,Feminino,22,Negro,12,900,1.877.746.285
24,Masculino,53,Negro,5,800,1.774.354.849
24,Feminino,52,Branco,4,900,1.710.827.685
24,Masculino,28,Branco,12,850,1.651.798.039
24,Masculino,48,Branco,12,1000,1.684.458.258
24,Feminino,26,Branco,16,1600,173.447.628
24,Feminino,40,Negro,16,1600,1.876.383.476
24,Feminino,46,Branco,12,788,1.647.679.569
24,Masculino,39,Pardo,9,900,160.813.309
24,Feminino,54,Negro,7,788,1.732.693.746
24,Masculino,22,Negro,5,830,1.609.739.138
24,Masculino,57,Negro,9,1400,1.720.601.555
24,Feminino,52,Branco,13,1000,1.994.329.103
24,Masculino,52,Negro,6,1400,1.539.531.174
24,Masculino,53,Negro,7,2000,1.904.128.098
24,Masculino,24,Branco,12,1500,1.687.671.851
24,Feminino,26,Branco,12,800,1.687.884.656
24,Masculino,55,Negro,5,1000,1.705.400.768
24,Feminino,48,Branco,9,2100,1.688.158.622
24,Feminino,22,Negro,9,160,1.745.295.152
24,Feminino,37,Negro,12,788,1.781.169.051
24,Masculino,48,Negro,16,1300,1.586.885.622
24,Masculino,38,Negro,9,788,1.749.849.868
24,Masculino,52,Negro,12,788,1.576.263.452
24,Masculino,59,Negro,12,0,1.745.409.003
24,Masculino,48,Negro,12,2500,1.767.159.183
24,Masculino,39,Negro,16,2300,1.712.097.257
24,Masculino,41,Negro,12,3000,1.674.441.664
24,Feminino,22,Negro,11,788,1.794.135.781
24,Masculino,62,Negro,4,500,1.697.486.284
24,Masculino,42,Negro,10,850,1.713.397.128
24,Feminino,23,Negro,10,820,175.593.396
24,Masculino,41,Negro,12,788,1.630.407.021
24,Masculino,37,Branco,12,1200,1.622.744.598
24,Feminino,46,Pardo,9,788,1.895.099.707
24,Masculino,44,Branco,12,1500,1.813.351.447
24,Masculino,62,Branco,11,1200,1.682.416.021
24,Masculino,48,Pardo,5,1200,1.817.414.012
24,Masculino,55,Negro,9,788,1.833.954.556
24,Masculino,36,Branco,14,1200,1.654.525.637
24,Feminino,51,Negro,9,600,1.635.134.744
24,Masculino,54,Negro,6,500,1.695.003.479
24,Feminino,33,Branco,9,940,1.545.978.515
24,Feminino,39,Negro,5,788,1.532.004.496
24,Masculino,51,Pardo,9,1500,1.641.888.694
24,Feminino,43,Negro,8,788,1.784.254.691
24,Masculino,50,Negro,9,500,1.658.879.992
24,Feminino,47,Branco,12,800,1.658.417.657
24,Feminino,54,Negro,12,1700,1.564.340.907
24,Feminino,48,Negro,8,200,1.616.225.145
24,Masculino,49,Negro,11,1000,1.795.765.036
24,Masculino,40,Branco,16,4000,168.798.096
24,Feminino,48,Negro,12,1000,1.782.052.366
24,Masculino,50,Negro,9,3000,172.878.084
24,Masculino,54,Branco,12,5000,1.749.246.237
24,Masculino,41,Branco,15,1200,1.553.722.964
24,Feminino,42,Branco,16,7000,1.755.162.203
24,Masculino,55,Branco,16,10000,1.585.161.583
24,Feminino,40,Negro,16,2100,1.674.027.891
24,Feminino,33,Branco,16,12000,1.688.562.073
24,Masculino,43,Negro,16,3000,1.728.598.226
24,Masculino,62,Negro,16,15500,1.664.586.281
24,Masculino,53,Negro,16,10000,1.644.457.658
24,Masculino,37,Negro,7,2000,1.727.007.623
24,Feminino,28,Negro,10,400,1.625.812.971
24,Masculino,32,Negro,14,3000,1.662.820.666
24,Feminino,50,Negro,10,1000,1.589.640.766
24,Feminino,40,Negro,5,789,1.875.277.836
24,Feminino,18,Negro,6,830,1.783.914.866
24,Feminino,50,Negro,1,220,1.888.041.125
24,Feminino,57,Branco,9,2000,1.668.029.681
24,Feminino,38,Negro,16,1500,173.266.241
24,Masculino,46,Negro,12,6000,1.665.357.114
24,Masculino,49,Branco,12,3940,1.775.024.732
24,Masculino,29,Negro,12,2500,1.755.471.391
24,Masculino,52,Negro,16,13000,1.629.966.067
24,Masculino,59,Pardo,16,7000,1.700.541.806
24,Masculino,52,Negro,16,4340,1.697.053.845
24,Masculino,46,Branco,12,2800,1.655.621.913
24,Masculino,63,Branco,12,1500,1.693.942.572
24,Feminino,50,Branco,12,0,1.630.503.902
24,Masculino,28,Branco,16,2000,1.716.971.597
24,Masculino,56,Negro,16,9000,1.670.525.589
24,Feminino,39,Negro,15,1576,1.696.184.414
24,Masculino,51,Branco,12,10000,1.740.454.547
24,Masculino,64,Branco,16,5000,1.765.344.019
24,Feminino,48,Branco,16,4000,1.668.308.411
24,Feminino,54,Branco,16,4500,1.684.786.495
24,Masculino,44,Branco,16,9000,1.774.682.268
24,Masculino,42,Branco,16,2000,1.616.653.179
24,Masculino,28,Negro,12,810,1.699.260.912
24,Masculino,25,Negro,12,1224,1.780.384.715
24,Feminino,55,Negro,5,420,17.367.704
24,Masculino,33,Branco,16,2000,1.875.212.545
24,Masculino,24,Pardo,12,3500,171.859.584
24,Masculino,31,Negro,12,788,1.814.373.764
24,Masculino,46,Branco,16,2000,1.699.026.642
24,Masculino,47,Negro,12,3000,1.695.714.734
24,Masculino,35,Branco,16,5000,1.794.576.635
24,Masculino,38,Negro,16,3300,1.830.234.095
24,Feminino,32,Branco,16,3600,1.669.531.524
24,Feminino,29,Branco,16,3800,1.720.161.451
24,Masculino,45,Negro,12,1000,1.722.111.701
24,Feminino,35,Negro,9,788,1.666.388.965
24,Feminino,31,Negro,12,788,1.694.779.092
24,Masculino,66,Branco,16,788,1.684.788.908
24,Feminino,59,Negro,12,0,1.594.564.291
24,Masculino,20,Negro,12,1500,1.672.844.446
24,Masculino,37,Negro,12,1200,1.680.205.167
24,Masculino,27,Negro,5,1000,1.619.802.159
24,Masculino,27,Negro,12,1190,161.544.527
24,Masculino,48,Branco,12,1200,1.866.261.149
24,Masculino,61,Branco,5,1500,1.761.421.399
24,Masculino,48,Branco,8,1560,1.792.679.359
24,Masculino,50,Branco,16,3000,1.798.689.412
24,Feminino,47,Negro,16,5000,1.851.787.447
24,Masculino,57,Branco,16,1000,1.793.512.512
24,Feminino,53,Negro,15,1000,1.634.298.055
24,Masculino,58,Branco,13,2000,1.786.775.521
24,Feminino,56,Negro,12,1100,1.573.674.159
24,Feminino,28,Negro,12,900,1.761.639.268
24,Masculino,28,Negro,16,1000,1.608.837.203
24,Masculino,62,Branco,16,3500,1.637.479.554
24,Feminino,54,Negro,12,788,1.702.477.638
24,Feminino,48,Negro,11,980,1.672.770.495
24,Masculino,62,Negro,8,1500,1.578.109.674
24,Masculino,41,Negro,4,2000,159.639.007
24,Feminino,58,Negro,5,20,1.719.316.884
24,Masculino,36,Negro,4,788,1.686.581.255
24,Masculino,40,Pardo,7,1000,1.786.752.546
24,Masculino,43,Negro,10,2000,1.744.320.116
24,Feminino,50,Negro,4,400,1.735.853.176
24,Feminino,28,Branco,1,856,1.603.740.435
24,Masculino,53,Negro,12,1000,179.156.953
24,Masculino,43,Branco,12,788,1.657.161.463
24,Masculino,59,Branco,12,788,1.798.916.718
24,Masculino,46,Branco,12,3940,1.718.748.814
24,Feminino,47,Negro,9,788,162.594.212
24,Masculino,58,Negro,12,4000,1.700.485.481
24,Masculino,25,Pardo,12,1059,1.746.065.536
24,Feminino,42,Branco,7,788,1.740.461.008
24,Feminino,42,Pardo,16,1800,1.675.485.375
24,Feminino,34,Branco,16,5000,1.788.381.158
24,Masculino,60,Negro,16,600,1.770.776.376
24,Masculino,39,Branco,6,800,1.640.950.496
24,Masculino,43,Branco,4,788,1.633.011.879
24,Masculino,23,Negro,6,845,1.807.892.532
24,Masculino,21,Pardo,7,788,1.775.000.193
24,Feminino,29,Negro,12,1000,1.831.624.586
24,Masculino,52,Negro,12,830,1.726.604.322
24,Masculino,32,Branco,12,0,1.563.693.814
24,Feminino,27,Negro,12,845,1.831.784.197
24,Masculino,45,Negro,9,1500,1.621.058.252
24,Masculino,23,Negro,9,800,175.311.234
24,Masculino,21,Branco,12,1200,1.567.229.177
24,Masculino,24,Negro,16,950,1.790.249.387
24,Masculino,39,Negro,6,788,1.655.509.445
24,Masculino,45,Pardo,11,1500,1.623.631.371
24,Masculino,26,Branco,15,2000,1.673.450.008
24,Feminino,36,Branco,15,800,188.257.825
24,Masculino,48,Negro,6,2400,1.687.806.579
24,Masculino,66,Negro,1,400,1.611.380.481
24,Feminino,47,Negro,16,1350,1.782.698.195
24,Masculino,57,Branco,9,1500,1.864.252.252
24,Masculino,36,Negro,6,788,1.799.567.523
24,Masculino,27,Negro,9,800,1.638.351.516
24,Masculino,41,Negro,2,788,1.744.711.844
24,Masculino,28,Negro,1,400,1.794.122.057
24,Masculino,59,Negro,3,500,1.761.157.624
24,Masculino,61,Negro,12,1000,1.783.304.335
24,Masculino,28,Negro,16,1500,1.560.575.636
24,Masculino,23,Branco,16,788,1.734.667.174
24,Masculino,53,Negro,3,800,1.680.065.222
24,Feminino,51,Branco,9,788,1.705.982.088
24,Feminino,34,Branco,12,788,1.662.434.922
24,Masculino,68,Negro,16,2000,1.847.523.303
24,Feminino,61,Negro,15,2500,1.689.301.097
24,Masculino,35,Branco,12,900,1.546.806.021
24,Masculino,63,Pardo,13,2000,1.735.494.729
24,Feminino,40,Negro,12,1200,1.793.203.817
24,Masculino,41,Negro,1,1000,177.830.732
24,Masculino,49,Branco,12,1150,1.762.577.423
24,Feminino,36,Branco,12,300,167.601.088
24,Feminino,54,Negro,6,250,1.750.251.498
24,Masculino,66,Negro,3,788,1.554.628.492
24,Masculino,46,Branco,9,788,1.714.003.152
24,Masculino,68,Branco,1,788,1.569.525.033
24,Feminino,62,Negro,9,788,1.637.675.297
24,Feminino,33,Branco,1,788,17.374.351
24,Masculino,49,Pardo,12,788,1.657.252.472
24,Masculino,33,Negro,14,788,1.700.834.832
24,Feminino,34,Negro,12,788,1.919.882.678
24,Masculino,41,Negro,12,788,1.833.683.448
24,Feminino,48,Negro,12,788,1.666.511.794
24,Feminino,62,Branco,16,1570,1.696.147.045
24,Masculino,46,Negro,4,788,1.812.461.641
24,Masculino,31,Branco,12,1000,1.751.901.225
24,Masculino,63,Branco,4,1200,176.873.523
24,Masculino,68,Negro,1,900,1.710.936.506
24,Feminino,48,Negro,16,1300,168.907.839
24,Feminino,49,Negro,12,788,1.775.748.202
24,Feminino,36,Negro,12,810,1.567.101.526
24,Masculino,35,Negro,5,788,1.801.059.979
24,Masculino,35,Negro,1,0,1.706.193.338
24,Masculino,47,Branco,1,788,1.731.881.501
24,Feminino,81,Negro,4,0,1.736.546.298
24,Masculino,40,Branco,1,788,1.656.471.902
24,Masculino,43,Negro,2,1500,1.797.030.959
24,Feminino,30,Negro,12,788,1.773.714.577
24,Masculino,32,Negro,9,400,1.801.589.778
24,Feminino,22,Negro,12,1000,1.658.273.777
24,Masculino,36,Negro,8,250,1.602.907.936
24,Masculino,47,Negro,1,1000,1.691.686.736
24,Feminino,40,Negro,1,120,1.558.416.767
24,Masculino,38,Negro,3,200,1.704.924.397
24,Masculino,38,Branco,12,788,166.789.415
24,Feminino,48,Negro,9,788,1.740.513.722
24,Masculino,32,Pardo,1,400,1.660.351.344
24,Feminino,66,Negro,1,0,1.617.128.011
24,Masculino,43,Negro,12,1200,1.774.864.571
24,Feminino,36,Negro,6,200,17.851.983
24,Masculino,34,Negro,12,800,1.697.078.265
24,Masculino,45,Negro,1,788,1.689.116.755
24,Masculino,33,Negro,9,100,1.636.829.818
24,Masculino,67,Negro,1,0,177.598.923
24,Feminino,44,Branco,6,150,1.693.148.717
24,Feminino,53,Negro,5,788,1.540.599.135
24,Feminino,49,Negro,16,0,1.612.579.999
24,Masculino,38,Negro,12,700,1.831.944.684
24,Feminino,47,Negro,1,0,170.809.451
24,Masculino,70,Negro,2,375,1.768.071.459
24,Masculino,36,Branco,8,350,1.792.186.007
24,Masculino,29,Negro,8,1160,1.692.449.236
24,Masculino,35,Negro,3,400,1.674.783.582
24,Masculino,23,Branco,8,800,1.600.263.743
24,Masculino,40,Negro,8,1500,162.645.999
24,Masculino,73,Negro,1,400,1.534.043.369
24,Masculino,26,Negro,12,900,1.632.972.962
24,Masculino,36,Pardo,12,788,1.572.561.129
24,Masculino,72,Negro,4,0,1.729.744.264
24,Feminino,48,Negro,16,2500,1.711.484.639
24,Feminino,46,Negro,1,300,1.770.080.485
24,Masculino,54,Pardo,5,950,1.698.747.792
24,Masculino,49,Negro,10,1200,1.722.435.116
24,Masculino,35,Negro,12,1100,1.867.035.156
24,Masculino,39,Negro,12,2500,1.546.259.054
24,Masculino,58,Negro,5,394,1.738.756.021
24,Masculino,82,Negro,1,788,1.753.539.221
24,Masculino,58,Negro,10,1600,1.851.455.559
24,Masculino,27,Branco,16,1790,1.646.464.628
24,Masculino,65,Branco,2,40,1.686.246.966
24,Masculino,65,Branco,3,0,1.648.111.298
24,Masculino,35,Negro,8,400,1.661.562.978
24,Masculino,31,Negro,12,960,1.715.754.096
24,Masculino,37,Branco,9,788,1.585.807.476
24,Masculino,62,Branco,9,1100,164.624.438
24,Masculino,66,Branco,6,720,1.733.235.268
24,Feminino,33,Negro,2,300,1.554.896.343
24,Feminino,38,Pardo,2,150,1.703.809.462
24,Masculino,49,Negro,1,200,163.993.351
24,Masculino,30,Branco,2,0,1.695.303.952
24,Masculino,32,Branco,12,0,1.727.707.379
24,Masculino,22,Branco,15,788,159.759.638
24,Masculino,54,Negro,5,788,1.802.950.894
24,Masculino,25,Branco,11,800,1.859.063.265
24,Masculino,30,Pardo,12,250,173.578.901
24,Feminino,52,Negro,7,90,1.815.116.633
24,Masculino,48,Negro,9,788,1.669.809.998
24,Feminino,36,Branco,12,788,1.689.574.733
24,Feminino,51,Negro,1,60,1.824.889.719
24,Masculino,31,Branco,13,3000,1.742.375.857
24,Masculino,66,Branco,6,0,1.675.697.599
24,Masculino,57,Negro,12,2000,180.356.242
24,Masculino,39,Branco,10,600,1.773.147.388
24,Masculino,52,Branco,12,1500,1.720.150.645
24,Feminino,33,Negro,16,3100,1.766.450.935
24,Feminino,47,Negro,11,400,1.588.908.164
24,Masculino,50,Negro,12,4500,1.766.949.806
24,Masculino,25,Branco,12,788,1.632.749.404
24,Masculino,39,Branco,12,1350,1.849.764.054
24,Masculino,30,Branco,8,1040,1.755.690.575
24,Masculino,48,Negro,9,3000,1.846.186.823
24,Masculino,48,Negro,1,788,1.727.204.767
24,Masculino,28,Negro,9,400,1.781.482.971
24,Masculino,23,Pardo,8,650,1.705.204.689
24,Feminino,48,Negro,11,400,1.784.129.473
24,Masculino,29,Branco,12,788,1.721.660.265
24,Masculino,25,Negro,12,788,1.625.864.685
24,Masculino,48,Branco,2,75,1.773.941.797
24,Masculino,37,Negro,12,2300,1.526.291.994
24,Masculino,42,Negro,10,1800,1.582.953.332
24,Masculino,35,Branco,12,5000,1.623.262.191
24,Masculino,26,Pardo,7,788,1.621.040.508
24,Feminino,35,Branco,12,800,1.780.028.688
24,Masculino,48,Negro,12,2800,1.764.306.355
24,Masculino,56,Branco,5,400,1.765.351.564
24,Masculino,47,Negro,9,788,1.623.870.803
24,Masculino,47,Branco,10,800,1.596.631.628
24,Masculino,49,Negro,12,3500,1.581.089.051
24,Masculino,28,Branco,12,500,1.637.036.452
24,Masculino,57,Negro,1,400,1.645.060.011
24,Masculino,28,Branco,6,500,1.808.009.674
24,Masculino,32,Branco,12,1500,1.906.136.554
24,Masculino,49,Negro,2,550,1.720.730.481
24,Masculino,23,Negro,12,788,1.682.234.446
24,Masculino,55,Negro,3,450,1.745.116.766
24,Masculino,32,Negro,1,720,1.795.841.577
24,Masculino,21,Negro,12,1000,1.722.462.648
24,Masculino,39,Negro,10,1576,164.146.718
24,Masculino,37,Negro,1,1000,1.716.695.111
24,Masculino,29,Branco,11,830,1.581.818.098
24,Masculino,51,Branco,12,788,1.531.139.549
24,Feminino,20,Negro,12,150,1.701.594.342
24,Feminino,46,Negro,16,3000,1.715.066.979
24,Masculino,41,Negro,11,550,1.744.823.854
24,Feminino,38,Branco,8,200,1.576.997.153
24,Masculino,59,Branco,5,788,1.761.628.304
24,Masculino,27,Negro,8,700,1.675.321.538
24,Masculino,56,Negro,1,350,1.641.113.919
24,Masculino,71,Branco,1,0,1.593.507.218
24,Masculino,35,Negro,4,0,1.706.326.302
24,Feminino,47,Branco,1,0,1.662.737.711
24,Masculino,20,Negro,10,800,1.637.922.541
24,Masculino,63,Negro,1,0,1.712.092.292
24,Masculino,74,Negro,5,0,1.812.828.881
24,Masculino,61,Negro,6,0,1.766.644.035
24,Masculino,51,Branco,1,120,1.683.540.428
24,Masculino,41,Negro,1,1600,1.640.722.559
24,Masculino,45,Negro,1,600,1.638.176.071
24,Masculino,34,Negro,6,0,1.610.051.256
24,Feminino,48,Branco,16,1900,1.546.693.797
24,Masculino,30,Branco,12,788,1.722.838.844
24,Feminino,49,Branco,11,788,172.004.303
24,Masculino,41,Branco,1,788,1.676.246.523
24,Masculino,47,Branco,5,1500,1.722.027.609
24,Masculino,49,Negro,1,500,1.664.897.722
24,Masculino,40,Branco,5,700,1.619.251.939
24,Masculino,29,Negro,8,700,1.589.720.064
24,Feminino,26,Branco,11,180,1.673.495.789
24,Feminino,48,Negro,12,200,1.666.013.006
24,Masculino,67,Branco,5,1576,1.715.256.977
24,Masculino,31,Branco,12,2600,1.844.891.967
24,Feminino,20,Branco,12,793,1.650.878.949
24,Masculino,42,Negro,9,788,1.649.087.099
24,Masculino,50,Branco,1,0,162.851.788
24,Masculino,50,Negro,3,750,1.728.675.779
24,Masculino,39,Negro,12,1245,1.769.399.508
24,Masculino,27,Branco,16,1576,1.816.099.997
24,Feminino,35,Branco,5,788,1.724.105.312
24,Feminino,33,Negro,12,788,1.744.281.629
24,Masculino,23,Negro,8,1200,1.747.531.671
24,Feminino,54,Branco,5,800,1.802.106.555
24,Feminino,46,Negro,5,500,1.726.219.731
24,Masculino,51,Negro,7,1576,1.816.988.571
24,Masculino,64,Branco,2,300,1.616.242.332
24,Masculino,55,Branco,1,788,1.641.270.253
24,Masculino,45,Negro,9,788,1.783.074.041
24,Masculino,35,Negro,12,1300,1.710.334.623
24,Feminino,39,Negro,6,140,1.731.406.606
24,Masculino,50,Branco,10,788,1.688.520.455
24,Feminino,53,Branco,12,1200,1.674.749.484
24,Feminino,34,Branco,9,1200,1.584.603.674
24,Masculino,55,Negro,1,788,16.308.764
24,Masculino,50,Negro,16,788,1.770.189.536
24,Feminino,33,Negro,12,800,15.845.814
24,Masculino,27,Negro,12,788,1.630.315.761
24,Masculino,34,Pardo,9,788,1.737.393.283
24,Masculino,35,Negro,12,1100,1.577.985.165
24,Masculino,29,Branco,12,1500,1.661.629.508
24,Feminino,44,Branco,15,788,171.817.938
24,Feminino,57,Negro,9,1700,1.667.376.294
24,Masculino,23,Negro,10,1240,1.724.749.951
24,Feminino,54,Branco,13,1200,1.674.947.711
24,Masculino,29,Branco,12,1200,1.750.958.967
24,Masculino,61,Branco,1,788,1.748.271.096
24,Masculino,54,Pardo,10,1800,1.674.993.643
24,Feminino,30,Branco,15,788,1.765.271.904
24,Masculino,30,Branco,15,788,1.599.492.869
24,Masculino,44,Negro,9,788,162.965.324
24,Masculino,42,Negro,12,3000,1.687.161.374
24,Feminino,24,Branco,16,1000,1.728.430.508
24,Masculino,41,Negro,12,800,1.736.598.997
24,Masculino,33,Negro,12,788,1.812.543.434
24,Masculino,48,Negro,10,750,1.683.954.835
24,Masculino,34,Negro,4,788,1.763.523.471
24,Masculino,39,Pardo,15,1100,1.728.306.504
24,Masculino,46,Negro,12,2364,1.704.861.625
24,Masculino,42,Negro,3,350,1.546.553.053
24,Masculino,36,Negro,7,200,1.791.086.197
24,Masculino,19,Negro,5,500,1.756.512.954
24,Feminino,43,Branco,6,250,1.664.728.415
24,Masculino,22,Branco,11,1500,1.580.220.923
24,Feminino,45,Branco,12,1500,1.805.516.899
24,Masculino,38,Negro,7,1500,1.633.913.609
24,Masculino,43,Negro,16,1576,1.489.367.208
24,Feminino,33,Negro,12,1576,1.683.661.045
24,Feminino,31,Negro,8,70,1.746.899.111
24,Masculino,20,Negro,3,250,1.725.664.612
24,Feminino,61,Negro,6,100,1.708.315.639
24,Feminino,38,Negro,12,1300,1.662.390.333
24,Masculino,42,Negro,4,350,1.742.760.331
24,Masculino,27,Negro,6,280,1.624.552.942
24,Masculino,54,Negro,7,394,1.710.960.346
24,Masculino,19,Negro,1,400,1.732.453.285
24,Masculino,30,Negro,3,789,1.581.585.738
24,Feminino,49,Negro,1,100,1.616.450.068
24,Feminino,55,Negro,7,900,1.606.935.292
24,Masculino,46,Negro,12,788,1.649.984.433
24,Masculino,32,Negro,3,3000,1.808.027.734
24,Masculino,32,Negro,12,7000,1.742.874.585
24,Masculino,35,Negro,8,250,18.420.094
24,Masculino,54,Negro,9,0,1.763.264.059
24,Feminino,46,Negro,8,450,172.417.019
24,Feminino,49,Branco,9,980,1.549.431.895
24,Masculino,59,Negro,3,300,1.567.169.687
24,Masculino,29,Branco,12,788,1.672.041.438
24,Masculino,43,Branco,7,800,1.748.760.688
24,Masculino,47,Negro,12,800,1.605.600.308
24,Masculino,67,Pardo,1,600,1.709.267.422
24,Feminino,42,Branco,16,2000,1.734.545.934
24,Masculino,22,Negro,11,450,1.630.234.993
24,Masculino,39,Negro,3,500,1.736.537.298
24,Masculino,41,Negro,2,0,1.774.779.234
24,Masculino,47,Negro,1,300,1.745.390.815
24,Masculino,33,Negro,9,1010,1.770.424.561
24,Masculino,38,Negro,7,300,1.783.410.968
24,Masculino,43,Branco,4,300,1.711.336.836
24,Masculino,52,Branco,1,788,1.578.623.327
24,Masculino,51,Negro,1,100,1.826.344.535
24,Masculino,22,Negro,4,200,1.520.507.702
24,Masculino,43,Branco,12,396,1.807.470.929
25,Masculino,54,Negro,9,788,1.674.266.358
25,Masculino,51,Negro,9,1500,1.697.281.306
25,Masculino,34,Branco,15,5000,1.682.585.801
25,Feminino,46,Negro,12,400,1.846.993.132
25,Masculino,33,Negro,2,900,1.801.360.459
25,Feminino,54,Pardo,16,1000,182.633.976
25,Masculino,38,Negro,12,1000,1.656.420.105
25,Feminino,43,Negro,12,600,1.700.152.996
25,Feminino,44,Negro,4,200,175.275.466
25,Feminino,60,Negro,5,0,1.756.720.543
25,Masculino,29,Branco,12,788,1.689.923.609
25,Feminino,51,Pardo,16,2500,1.709.495.491
25,Masculino,73,Branco,1,1000,1.700.431.537
25,Masculino,45,Negro,5,360,166.547.779
25,Masculino,38,Branco,3,300,1.704.023.535
25,Masculino,51,Negro,1,600,1.571.753.767
25,Feminino,30,Negro,11,400,1.764.338.187
